date,port_ret,VaR,ES,exceed
2010-01-05,0.002200210728480645,,,0
2010-01-06,-5.08768792184533e-06,,,0
2010-01-07,-9.4861167032112e-05,,,0
2010-01-08,0.004930275775847259,,,0
2010-01-11,0.0010127524445111002,,,0
2010-01-12,-0.007895592726796907,,,0
2010-01-13,0.004828854565999241,,,0
2010-01-14,0.004276841033214573,,,0
2010-01-15,-0.008724844662173048,,,0
2010-01-19,0.010048939234813536,,,0
2010-01-20,-0.012937981299614931,,,0
2010-01-21,-0.013115563513858286,,,0
2010-01-22,-0.014701136927455394,,,0
2010-01-25,0.0034162034647851613,,,0
2010-01-26,-0.005190366114010858,,,0
2010-01-27,0.0007150971067613199,,,0
2010-01-28,-0.010154631698215788,,,0
2010-01-29,-0.006864122225440195,,,0
2010-02-01,0.011436941741439,,,0
2010-02-02,0.00871996275435677,,,0
2010-02-03,-0.004903769946511816,,,0
2010-02-04,-0.02594322635844515,,,0
2010-02-05,0.0004342271070060244,,,0
2010-02-08,-0.0072962007225637615,,,0
2010-02-09,0.012534965420186228,,,0
2010-02-10,-0.0038541679713091637,,,0
2010-02-11,0.011536585715143377,,,0
2010-02-12,-0.0010544244491145216,,,0
2010-02-16,0.015264451423299408,,,0
2010-02-17,0.00046959543638208645,,,0
2010-02-18,0.003956169493988748,,,0
2010-02-19,-0.0009531192477794104,,,0
2010-02-22,-0.0003619207791011325,,,0
2010-02-23,-0.00845321742926558,,,0
2010-02-24,0.00567352439416996,,,0
2010-02-25,-0.00028180824250145786,,,0
2010-02-26,0.004778916164787095,,,0
2010-03-01,0.00914208653315024,,,0
2010-03-02,0.005931183883561841,,,0
2010-03-03,0.003234887885884552,,,0
2010-03-04,-4.804327644947204e-05,,,0
2010-03-05,0.009964599686765663,,,0
2010-03-08,-0.0009243787513240065,,,0
2010-03-09,0.0014840427498051811,,,0
2010-03-10,0.0023910867619347798,,,0
2010-03-11,0.0024342323764887652,,,0
2010-03-12,0.0006789060411184766,,,0
2010-03-15,-0.002214466842840268,,,0
2010-03-16,0.009929363752548492,,,0
2010-03-17,0.003896488143658894,,,0
2010-03-18,-0.0015234391854550555,,,0
2010-03-19,-0.008193666589554671,,,0
2010-03-22,0.0040805208092142276,,,0
2010-03-23,0.00505123462574647,,,0
2010-03-24,-0.012175478885976532,,,0
2010-03-25,-0.002266713873150361,,,0
2010-03-26,0.004663211978169157,,,0
2010-03-29,0.00495232356935732,,,0
2010-03-30,0.0009261267649168237,,,0
2010-03-31,0.00029485969736242623,,,0
2010-04-01,0.00888140859025871,,,0
2010-04-05,0.0032087524077389906,,,0
2010-04-06,0.002063895175489272,,,0
2010-04-07,0.00046144197453212854,,,0
2010-04-08,0.0008846311436862542,,,0
2010-04-09,0.006184054177126419,,,0
2010-04-12,0.0005247519415554347,,,0
2010-04-13,0.0011434684399000972,,,0
2010-04-14,0.008408323315248656,,,0
2010-04-15,0.00129954248839248,,,0
2010-04-16,-0.01317475260812806,,,0
2010-04-19,-0.0017773482911270788,,,0
2010-04-20,0.006739601708198428,,,0
2010-04-21,0.0025213551864455286,,,0
2010-04-22,0.0006044619536298979,,,0
2010-04-23,0.005292208601503645,,,0
2010-04-26,-0.0013750562400233202,,,0
2010-04-27,-0.014346910039358785,,,0
2010-04-28,0.0010933223630437139,,,0
2010-04-29,0.0110867653760649,,,0
2010-04-30,-0.008299239543710868,,,0
2010-05-03,0.007975566620669616,,,0
2010-05-04,-0.020247229898523067,,,0
2010-05-05,-0.007509095935916754,,,0
2010-05-06,-0.018801738719475547,,,0
2010-05-07,-0.00970540544913967,,,0
2010-05-10,0.03251590481302341,,,0
2010-05-11,-0.0009289912493128938,,,0
2010-05-12,0.010552168701038145,,,0
2010-05-13,-0.007265179107532382,,,0
2010-05-14,-0.011426718384083934,,,0
2010-05-17,-0.0011923428384087442,,,0
2010-05-18,-0.008804251911563366,,,0
2010-05-19,-0.00647137313393592,,,0
2010-05-20,-0.02535052288604922,,,0
2010-05-21,0.011266141480967162,,,0
2010-05-24,-0.006383613894990203,,,0
2010-05-25,-0.001049249608323588,,,0
2010-05-26,-0.002878620206371474,,,0
2010-05-27,0.024970924475062328,,,0
2010-05-28,-0.007839420467523617,,,0
2010-06-01,-0.008844307468607704,,,0
2010-06-02,0.016365474523354906,,,0
2010-06-03,-0.0008575633278481432,,,0
2010-06-04,-0.019869232227189115,,,0
2010-06-07,-0.006811490012290089,,,0
2010-06-08,0.004734301007297437,,,0
2010-06-09,-0.0033107262059564047,,,0
2010-06-10,0.01639109862909488,,,0
2010-06-11,0.007427992792643889,,,0
2010-06-14,8.011534151536326e-05,,,0
2010-06-15,0.017607549366711772,,,0
2010-06-16,-0.0005525151486420188,,,0
2010-06-17,0.0039753076568883605,,,0
2010-06-18,0.0013906384036236341,,,0
2010-06-21,-0.0031580191550953374,,,0
2010-06-22,-0.0064815071777434285,,,0
2010-06-23,0.0007595347205450187,,,0
2010-06-24,-0.011316878833825483,,,0
2010-06-25,0.00706984038659908,,,0
2010-06-28,-0.003198046732482973,,,0
2010-06-29,-0.021707929923591773,,,0
2010-06-30,-0.004488938079842852,,,0
2010-07-01,-0.0036215327537418296,,,0
2010-07-02,-0.001964178955138618,,,0
2010-07-06,0.0037647399190279818,,,0
2010-07-07,0.0185794973454253,,,0
2010-07-08,0.003843148305597399,,,0
2010-07-09,0.006022107973956636,,,0
2010-07-12,-0.003435175095566234,,,0
2010-07-13,0.011179510814766036,,,0
2010-07-14,0.0021078988091408624,,,0
2010-07-15,0.000386532429895281,,,0
