date,symbol,MES_expanding,LRMES_proxy,market_tail_q,market_cap_E,debt_D,debt_source,SRISK
2012-06-28,WFC,,,-0.019635243326750818,305159816507.88873,424136998912.0,yfinance_totalDebt,
2012-06-29,BAC,,,-0.019635243326750818,416048216952.5144,763981987840.0,yfinance_totalDebt,
2012-06-29,GS,,,-0.019635243326750818,274580133543.13348,731217985536.0,yfinance_totalDebt,
2012-06-29,JPM,,,-0.019635243326750818,901671796335.0393,1148076032000.0,yfinance_totalDebt,
2012-06-29,MS,,,-0.019635243326750818,290325576149.1118,467027984384.0,yfinance_totalDebt,
2012-06-29,WFC,,,-0.019635243326750818,305159816507.88873,424136998912.0,yfinance_totalDebt,
2012-07-02,BAC,,,-0.019635243326750818,416048216952.5144,763981987840.0,yfinance_totalDebt,
2012-07-02,GS,,,-0.019635243326750818,274580133543.13348,731217985536.0,yfinance_totalDebt,
2012-07-02,JPM,,,-0.019635243326750818,901671796335.0393,1148076032000.0,yfinance_totalDebt,
2012-07-02,MS,,,-0.019635243326750818,290325576149.1118,467027984384.0,yfinance_totalDebt,
2012-07-02,WFC,,,-0.019635243326750818,305159816507.88873,424136998912.0,yfinance_totalDebt,
2012-07-03,BAC,,,-0.019635243326750818,416048216952.5144,763981987840.0,yfinance_totalDebt,
2012-07-03,GS,,,-0.019635243326750818,274580133543.13348,731217985536.0,yfinance_totalDebt,
2012-07-03,JPM,,,-0.019635243326750818,901671796335.0393,1148076032000.0,yfinance_totalDebt,
2012-07-03,MS,,,-0.019635243326750818,290325576149.1118,467027984384.0,yfinance_totalDebt,
2012-07-03,WFC,,,-0.019635243326750818,305159816507.88873,424136998912.0,yfinance_totalDebt,
2012-07-05,BAC,,,-0.019635243326750818,416048216952.5144,763981987840.0,yfinance_totalDebt,
2012-07-05,GS,,,-0.019635243326750818,274580133543.13348,731217985536.0,yfinance_totalDebt,
2012-07-05,JPM,,,-0.019635243326750818,901671796335.0393,1148076032000.0,yfinance_totalDebt,
2012-07-05,MS,,,-0.019635243326750818,290325576149.1118,467027984384.0,yfinance_totalDebt,
2012-07-05,WFC,,,-0.019635243326750818,305159816507.88873,424136998912.0,yfinance_totalDebt,
2012-07-06,BAC,,,-0.019635243326750818,416048216952.5144,763981987840.0,yfinance_totalDebt,
2012-07-06,GS,,,-0.019635243326750818,274580133543.13348,731217985536.0,yfinance_totalDebt,
2012-07-06,JPM,,,-0.019635243326750818,901671796335.0393,1148076032000.0,yfinance_totalDebt,
2012-07-06,MS,,,-0.019635243326750818,290325576149.1118,467027984384.0,yfinance_totalDebt,
2012-07-06,WFC,,,-0.019635243326750818,305159816507.88873,424136998912.0,yfinance_totalDebt,
2012-07-09,BAC,,,-0.019635243326750818,416048216952.5144,763981987840.0,yfinance_totalDebt,
2012-07-09,GS,,,-0.019635243326750818,274580133543.13348,731217985536.0,yfinance_totalDebt,
2012-07-09,JPM,,,-0.019635243326750818,901671796335.0393,1148076032000.0,yfinance_totalDebt,
2012-07-09,MS,,,-0.019635243326750818,290325576149.1118,467027984384.0,yfinance_totalDebt,
2012-07-09,WFC,,,-0.019635243326750818,305159816507.88873,424136998912.0,yfinance_totalDebt,
2012-07-10,BAC,,,-0.019635243326750818,416048216952.5144,763981987840.0,yfinance_totalDebt,
2012-07-10,GS,,,-0.019635243326750818,274580133543.13348,731217985536.0,yfinance_totalDebt,
2012-07-10,JPM,,,-0.019635243326750818,901671796335.0393,1148076032000.0,yfinance_totalDebt,
2012-07-10,MS,,,-0.019635243326750818,290325576149.1118,467027984384.0,yfinance_totalDebt,
2012-07-10,WFC,,,-0.019635243326750818,305159816507.88873,424136998912.0,yfinance_totalDebt,
2012-07-11,BAC,,,-0.019635243326750818,416048216952.5144,763981987840.0,yfinance_totalDebt,
2012-07-11,GS,,,-0.019635243326750818,274580133543.13348,731217985536.0,yfinance_totalDebt,
2012-07-11,JPM,,,-0.019635243326750818,901671796335.0393,1148076032000.0,yfinance_totalDebt,
2012-07-11,MS,,,-0.019635243326750818,290325576149.1118,467027984384.0,yfinance_totalDebt,
2012-07-11,WFC,,,-0.019635243326750818,305159816507.88873,424136998912.0,yfinance_totalDebt,
2012-07-12,BAC,,,-0.019635243326750818,416048216952.5144,763981987840.0,yfinance_totalDebt,
2012-07-12,GS,,,-0.019635243326750818,274580133543.13348,731217985536.0,yfinance_totalDebt,
2012-07-12,JPM,,,-0.019635243326750818,901671796335.0393,1148076032000.0,yfinance_totalDebt,
2012-07-12,MS,,,-0.019635243326750818,290325576149.1118,467027984384.0,yfinance_totalDebt,
2012-07-12,WFC,,,-0.019635243326750818,305159816507.88873,424136998912.0,yfinance_totalDebt,
2012-07-13,BAC,,,-0.019635243326750818,416048216952.5144,763981987840.0,yfinance_totalDebt,
2012-07-13,GS,,,-0.019635243326750818,274580133543.13348,731217985536.0,yfinance_totalDebt,
2012-07-13,JPM,,,-0.019635243326750818,901671796335.0393,1148076032000.0,yfinance_totalDebt,
2012-07-13,MS,,,-0.019635243326750818,290325576149.1118,467027984384.0,yfinance_totalDebt,
2012-07-13,WFC,,,-0.019635243326750818,305159816507.88873,424136998912.0,yfinance_totalDebt,
2012-07-16,BAC,,,-0.019635243326750818,416048216952.5144,763981987840.0,yfinance_totalDebt,
2012-07-16,GS,,,-0.019635243326750818,274580133543.13348,731217985536.0,yfinance_totalDebt,
2012-07-16,JPM,,,-0.019635243326750818,901671796335.0393,1148076032000.0,yfinance_totalDebt,
2012-07-16,MS,,,-0.019635243326750818,290325576149.1118,467027984384.0,yfinance_totalDebt,
2012-07-16,WFC,,,-0.019635243326750818,305159816507.88873,424136998912.0,yfinance_totalDebt,
2012-07-17,BAC,,,-0.019635243326750818,416048216952.5144,763981987840.0,yfinance_totalDebt,
2012-07-17,GS,,,-0.019635243326750818,274580133543.13348,731217985536.0,yfinance_totalDebt,
2012-07-17,JPM,,,-0.019635243326750818,901671796335.0393,1148076032000.0,yfinance_totalDebt,
2012-07-17,MS,,,-0.019635243326750818,290325576149.1118,467027984384.0,yfinance_totalDebt,
2012-07-17,WFC,,,-0.019635243326750818,305159816507.88873,424136998912.0,yfinance_totalDebt,
2012-07-18,BAC,,,-0.019635243326750818,416048216952.5144,763981987840.0,yfinance_totalDebt,
2012-07-18,GS,,,-0.019635243326750818,274580133543.13348,731217985536.0,yfinance_totalDebt,
2012-07-18,JPM,,,-0.019635243326750818,901671796335.0393,1148076032000.0,yfinance_totalDebt,
2012-07-18,MS,,,-0.019635243326750818,290325576149.1118,467027984384.0,yfinance_totalDebt,
2012-07-18,WFC,,,-0.019635243326750818,305159816507.88873,424136998912.0,yfinance_totalDebt,
2012-07-19,BAC,,,-0.019635243326750818,416048216952.5144,763981987840.0,yfinance_totalDebt,
2012-07-19,GS,,,-0.019635243326750818,274580133543.13348,731217985536.0,yfinance_totalDebt,
2012-07-19,JPM,,,-0.019635243326750818,901671796335.0393,1148076032000.0,yfinance_totalDebt,
2012-07-19,MS,,,-0.019635243326750818,290325576149.1118,467027984384.0,yfinance_totalDebt,
2012-07-19,WFC,,,-0.019635243326750818,305159816507.88873,424136998912.0,yfinance_totalDebt,
2012-07-20,BAC,,,-0.019635243326750818,416048216952.5144,763981987840.0,yfinance_totalDebt,
2012-07-20,GS,,,-0.019635243326750818,274580133543.13348,731217985536.0,yfinance_totalDebt,
2012-07-20,JPM,,,-0.019635243326750818,901671796335.0393,1148076032000.0,yfinance_totalDebt,
2012-07-20,MS,,,-0.019635243326750818,290325576149.1118,467027984384.0,yfinance_totalDebt,
2012-07-20,WFC,,,-0.019635243326750818,305159816507.88873,424136998912.0,yfinance_totalDebt,
2012-07-23,BAC,,,-0.019635243326750818,416048216952.5144,763981987840.0,yfinance_totalDebt,
2012-07-23,GS,,,-0.019635243326750818,274580133543.13348,731217985536.0,yfinance_totalDebt,
2012-07-23,JPM,,,-0.019635243326750818,901671796335.0393,1148076032000.0,yfinance_totalDebt,
2012-07-23,MS,,,-0.019635243326750818,290325576149.1118,467027984384.0,yfinance_totalDebt,
2012-07-23,WFC,,,-0.019635243326750818,305159816507.88873,424136998912.0,yfinance_totalDebt,
2012-07-24,BAC,,,-0.019635243326750818,416048216952.5144,763981987840.0,yfinance_totalDebt,
2012-07-24,GS,,,-0.019635243326750818,274580133543.13348,731217985536.0,yfinance_totalDebt,
2012-07-24,JPM,,,-0.019635243326750818,901671796335.0393,1148076032000.0,yfinance_totalDebt,
2012-07-24,MS,,,-0.019635243326750818,290325576149.1118,467027984384.0,yfinance_totalDebt,
2012-07-24,WFC,,,-0.019635243326750818,305159816507.88873,424136998912.0,yfinance_totalDebt,
2012-07-25,BAC,,,-0.019635243326750818,416048216952.5144,763981987840.0,yfinance_totalDebt,
2012-07-25,GS,,,-0.019635243326750818,274580133543.13348,731217985536.0,yfinance_totalDebt,
2012-07-25,JPM,,,-0.019635243326750818,901671796335.0393,1148076032000.0,yfinance_totalDebt,
2012-07-25,MS,,,-0.019635243326750818,290325576149.1118,467027984384.0,yfinance_totalDebt,
2012-07-25,WFC,,,-0.019635243326750818,305159816507.88873,424136998912.0,yfinance_totalDebt,
2012-07-26,BAC,,,-0.019635243326750818,416048216952.5144,763981987840.0,yfinance_totalDebt,
2012-07-26,GS,,,-0.019635243326750818,274580133543.13348,731217985536.0,yfinance_totalDebt,
2012-07-26,JPM,,,-0.019635243326750818,901671796335.0393,1148076032000.0,yfinance_totalDebt,
2012-07-26,MS,,,-0.019635243326750818,290325576149.1118,467027984384.0,yfinance_totalDebt,
2012-07-26,WFC,,,-0.019635243326750818,305159816507.88873,424136998912.0,yfinance_totalDebt,
2012-07-27,BAC,,,-0.019635243326750818,416048216952.5144,763981987840.0,yfinance_totalDebt,
2012-07-27,GS,,,-0.019635243326750818,274580133543.13348,731217985536.0,yfinance_totalDebt,
2012-07-27,JPM,,,-0.019635243326750818,901671796335.0393,1148076032000.0,yfinance_totalDebt,
2012-07-27,MS,,,-0.019635243326750818,290325576149.1118,467027984384.0,yfinance_totalDebt,
2012-07-27,WFC,,,-0.019635243326750818,305159816507.88873,424136998912.0,yfinance_totalDebt,
2012-07-30,BAC,,,-0.019635243326750818,416048216952.5144,763981987840.0,yfinance_totalDebt,
2012-07-30,GS,,,-0.019635243326750818,274580133543.13348,731217985536.0,yfinance_totalDebt,
2012-07-30,JPM,,,-0.019635243326750818,901671796335.0393,1148076032000.0,yfinance_totalDebt,
2012-07-30,MS,,,-0.019635243326750818,290325576149.1118,467027984384.0,yfinance_totalDebt,
2012-07-30,WFC,,,-0.019635243326750818,305159816507.88873,424136998912.0,yfinance_totalDebt,
2012-07-31,BAC,,,-0.019635243326750818,416048216952.5144,763981987840.0,yfinance_totalDebt,
2012-07-31,GS,,,-0.019635243326750818,274580133543.13348,731217985536.0,yfinance_totalDebt,
2012-07-31,JPM,,,-0.019635243326750818,901671796335.0393,1148076032000.0,yfinance_totalDebt,
2012-07-31,MS,,,-0.019635243326750818,290325576149.1118,467027984384.0,yfinance_totalDebt,
2012-07-31,WFC,,,-0.019635243326750818,305159816507.88873,424136998912.0,yfinance_totalDebt,
2012-08-01,BAC,,,-0.019635243326750818,416048216952.5144,763981987840.0,yfinance_totalDebt,
2012-08-01,GS,,,-0.019635243326750818,274580133543.13348,731217985536.0,yfinance_totalDebt,
2012-08-01,JPM,,,-0.019635243326750818,901671796335.0393,1148076032000.0,yfinance_totalDebt,
2012-08-01,MS,,,-0.019635243326750818,290325576149.1118,467027984384.0,yfinance_totalDebt,
2012-08-01,WFC,,,-0.019635243326750818,305159816507.88873,424136998912.0,yfinance_totalDebt,
2012-08-02,BAC,,,-0.019635243326750818,416048216952.5144,763981987840.0,yfinance_totalDebt,
2012-08-02,GS,,,-0.019635243326750818,274580133543.13348,731217985536.0,yfinance_totalDebt,
2012-08-02,JPM,,,-0.019635243326750818,901671796335.0393,1148076032000.0,yfinance_totalDebt,
2012-08-02,MS,,,-0.019635243326750818,290325576149.1118,467027984384.0,yfinance_totalDebt,
2012-08-02,WFC,,,-0.019635243326750818,305159816507.88873,424136998912.0,yfinance_totalDebt,
2012-08-03,BAC,,,-0.019635243326750818,416048216952.5144,763981987840.0,yfinance_totalDebt,
2012-08-03,GS,,,-0.019635243326750818,274580133543.13348,731217985536.0,yfinance_totalDebt,
2012-08-03,JPM,,,-0.019635243326750818,901671796335.0393,1148076032000.0,yfinance_totalDebt,
2012-08-03,MS,,,-0.019635243326750818,290325576149.1118,467027984384.0,yfinance_totalDebt,
2012-08-03,WFC,,,-0.019635243326750818,305159816507.88873,424136998912.0,yfinance_totalDebt,
2012-08-06,BAC,,,-0.019635243326750818,416048216952.5144,763981987840.0,yfinance_totalDebt,
2012-08-06,GS,,,-0.019635243326750818,274580133543.13348,731217985536.0,yfinance_totalDebt,
2012-08-06,JPM,,,-0.019635243326750818,901671796335.0393,1148076032000.0,yfinance_totalDebt,
2012-08-06,MS,,,-0.019635243326750818,290325576149.1118,467027984384.0,yfinance_totalDebt,
2012-08-06,WFC,,,-0.019635243326750818,305159816507.88873,424136998912.0,yfinance_totalDebt,
2012-08-07,BAC,,,-0.019635243326750818,416048216952.5144,763981987840.0,yfinance_totalDebt,
2012-08-07,GS,,,-0.019635243326750818,274580133543.13348,731217985536.0,yfinance_totalDebt,
2012-08-07,JPM,,,-0.019635243326750818,901671796335.0393,1148076032000.0,yfinance_totalDebt,
2012-08-07,MS,,,-0.019635243326750818,290325576149.1118,467027984384.0,yfinance_totalDebt,
2012-08-07,WFC,,,-0.019635243326750818,305159816507.88873,424136998912.0,yfinance_totalDebt,
2012-08-08,BAC,,,-0.019635243326750818,416048216952.5144,763981987840.0,yfinance_totalDebt,
2012-08-08,GS,,,-0.019635243326750818,274580133543.13348,731217985536.0,yfinance_totalDebt,
2012-08-08,JPM,,,-0.019635243326750818,901671796335.0393,1148076032000.0,yfinance_totalDebt,
2012-08-08,MS,,,-0.019635243326750818,290325576149.1118,467027984384.0,yfinance_totalDebt,
2012-08-08,WFC,,,-0.019635243326750818,305159816507.88873,424136998912.0,yfinance_totalDebt,
2012-08-09,BAC,,,-0.019635243326750818,416048216952.5144,763981987840.0,yfinance_totalDebt,
2012-08-09,GS,,,-0.019635243326750818,274580133543.13348,731217985536.0,yfinance_totalDebt,
2012-08-09,JPM,,,-0.019635243326750818,901671796335.0393,1148076032000.0,yfinance_totalDebt,
