date,FROM_SPY,TO_SPY,NET_SPY,FROM_QQQ,TO_QQQ,NET_QQQ,FROM_IWM,TO_IWM,NET_IWM,FROM_EFA,TO_EFA,NET_EFA,FROM_EEM,TO_EEM,NET_EEM,FROM_TLT,TO_TLT,NET_TLT,FROM_LQD,TO_LQD,NET_LQD,FROM_GLD,TO_GLD,NET_GLD
2013-05-01,3.413726792949189,380.88938890816047,377.47566211521126,88.22705073461013,3.2456742476332847,-84.98137648697684,89.5863672255046,3.129482945644593,-86.45688427986,86.2052848873459,9.632430301467988,-76.5728545858779,85.66181376095102,8.197600976428436,-77.46421278452259,45.81057663711451,52.73550990190423,6.924933264789722,55.01068788323524,6.293921674289363,-48.71676620894588,12.444362067800924,2.235861033983168,-10.208501033817756
2013-05-08,2.2508739522228445,385.2423445959603,382.99147064373744,87.90964833956872,2.963145793770428,-84.9465025457983,89.3675670592515,2.9618230314618263,-86.40574402778967,85.68407661277479,9.76002567701703,-75.92405093575776,85.28292757419071,7.794442718617917,-77.48848485557279,44.99555717405518,55.082164686525765,10.086607512470586,59.440756758540644,2.1019902553103647,-57.33876650323028,13.31626917054327,2.341739882483992,-10.974529288059278
2013-05-15,2.2534725864916005,384.8654013201303,382.61192873363865,87.81596125263613,3.0406492498171946,-84.77531200281894,89.4766316641005,3.147311156476051,-86.32932050762444,85.61908050349332,9.509700672950263,-76.10937983054306,85.2367632238581,8.111594554590539,-77.12516866926757,44.71632207801708,55.459340878736406,10.743018800719327,59.92951130650291,2.187097165413967,-57.74241414108894,13.600442810063178,2.327090427048073,-11.273352383015105
2013-05-22,2.070485775209832,384.0979132649679,382.02742748975805,87.66043413953076,3.1610763384220864,-84.49935780110867,89.26081886190269,3.3418408323321236,-85.91897802957057,85.59968396634521,9.733331147028025,-75.86635281931719,85.07735451388999,7.7519256983206954,-77.3254288155693,44.478114903740114,56.23123039583516,11.753115492095048,60.61383762201754,2.4575636429482826,-58.15627397906926,13.840851343919613,1.8266998067014237,-12.01415153721819
2013-05-30,1.9065041424672928,383.92268670840264,382.01618256593537,87.67657170269099,2.930504439107016,-84.74606726358398,89.1086479169602,3.3332186999092808,-85.77542921705091,85.45612622438,9.941862826812056,-75.51426339756794,84.81159483884184,7.620352642563892,-77.19124219627795,44.07351800901423,56.24431430150521,12.170796292490984,61.15643049480071,2.030728327373924,-59.12570216742679,13.578686850599976,1.7444122340811925,-11.834274616518783
2013-06-06,1.7496270996865075,383.7718746277575,382.022247528071,87.63974973311232,2.8633074733792903,-84.77644225973303,89.13321097311406,3.8315560791598786,-85.30165489395418,85.17642066373774,9.657499310162251,-75.5189213535755,84.67361756265673,7.6419383465275645,-77.03167921612916,43.29172855618447,56.47311674919889,13.18138819301442,61.21313538982427,1.4270427389947629,-59.7860926508295,13.971026904011469,1.1821815571474112,-12.788845346864058
2013-06-13,1.92475152251866,381.1156084089687,379.19085688645004,87.55506405424947,2.908668813889387,-84.64639524036008,89.0529598368601,3.9221668867566786,-85.13079295010341,84.96431355114998,10.009795233998279,-74.95451831715171,84.26262773365269,8.11694234172845,-76.14568539192425,42.67718230170482,56.62876365927334,13.951581357568521,61.534437673793796,1.67649103100154,-59.85794664279226,13.910336888394054,1.503237186707127,-12.407099701686928
2013-06-20,2.002403329555118,379.49905555138156,377.4966522218264,87.75089499879849,3.0401408877376057,-84.71075411106088,89.04284689818684,3.3040825588623726,-85.73876433932446,85.23787561274563,9.853010944464756,-75.38486466828087,84.51593148530931,10.075582058521043,-74.44034942678826,41.009693034070374,58.14466701894114,17.13497398487077,62.400526630822,2.440581739209362,-59.959944891612636,15.911919874601974,1.5149711049719072,-14.396948769630066
2013-06-27,2.1781622493124244,377.97641588243613,375.7982536331237,87.5648973397074,2.9607232486633652,-84.60417409104403,88.91688275949313,3.568831050763884,-85.34805170872924,85.07828577486255,10.156866618009127,-74.92141915685342,84.17672258387078,9.643165752632331,-74.53355683123846,40.98758618035219,57.075698178723684,16.088111998371495,62.50114079992465,2.8388990734504542,-59.66224172647419,14.12608684635244,1.3091647291966424,-12.816922117155798
2013-07-05,2.2549151259885942,378.4268429135002,376.1719277875116,87.41884499212088,3.0625866875986905,-84.35625830452219,89.16314862411548,3.8045565728719897,-85.35859205124349,85.29450655638922,10.93168435828174,-74.36282219810748,83.96405872393598,10.638860948077598,-73.32519777585838,41.322367126696065,57.61130252220227,16.288935395506208,62.93758472309112,2.6737108898810273,-60.26387383321009,15.990606707780454,1.1964876877042654,-14.794119020076188
2013-07-12,2.3188265470215113,377.3975776842754,375.0787511372539,87.45634901007402,2.914871479865024,-84.541477530209,89.22084014614083,3.935709603655558,-85.28513054248528,85.33382697136695,11.273063740891804,-74.06076323047515,83.80556193435092,11.580971304516392,-72.22459062983452,40.854015802926085,57.785768885582286,16.9317530826562,63.50459807169914,2.7523850462619173,-60.75221302543723,16.419837284178534,1.2735080227096172,-15.146329261468917
2013-07-19,2.179733147067866,376.6647948878656,374.48506174079773,87.11581932690002,2.898184842205791,-84.21763448469423,89.14322222212776,3.9175531176561353,-85.22566910447162,85.16061813497546,11.5530173900857,-73.60760074488977,83.65633751599354,11.742709825652728,-71.91362769034082,40.8859352318462,57.62903284566104,16.74309761381484,63.779120513669135,2.3877861367133164,-61.39133437695582,16.189093011394238,1.316800058133938,-14.8722929532603
2013-07-26,2.1892009487726423,375.8822877036086,373.693086754836,86.93315373439044,3.0671705667341245,-83.86598316765632,89.15204130918676,3.97143388266765,-85.1806074265191,85.01706955271021,11.758894438576007,-73.2581751141342,83.6137196738644,11.327772815412295,-72.28594685845209,40.55467375191981,58.09679225997016,17.54211850805035,63.98235426318901,2.3954920514011926,-61.58686221178782,16.433222937973525,1.3755924536367625,-15.057630484336762
2013-08-02,2.1366309166884685,376.05418264189757,373.9175517252091,86.862433556461,3.199413273578891,-83.66302028288212,89.22705821540725,3.97058202979803,-85.25647618560923,85.1016990947768,11.563595973438224,-73.53810312133858,83.60006001618623,10.85717072989678,-72.74288928628945,40.483479509888724,58.56991090907675,18.086431399188022,64.03784585095333,2.3975653288398284,-61.6402805221135,16.483966202496948,1.320752476332732,-15.163213726164216
2013-08-09,2.12912055209195,375.30051297181177,373.17139241971984,86.72754529461307,3.3102086785385767,-83.4173366160745,89.12390915034408,3.882867923428373,-85.2410412269157,85.00671722856094,11.60508412523485,-73.40163310332609,83.45057791103395,10.993427568268062,-72.45715034276589,40.32016375351682,58.67290665555992,18.352742902043097,64.13547811568944,2.3811181948561964,-61.75435992083324,16.68457109396259,1.4319569821150542,-15.252614111847535
2013-08-16,2.2429409076682614,374.63656689752725,372.393625989859,86.73179544806618,3.2814117438066375,-83.45038370425954,89.15494190315019,3.985473579078838,-85.16946832407135,84.9381540455355,11.723491653726526,-73.21466239180897,83.49319929278356,10.716584999636158,-72.7766142931474,40.046854478269054,59.04588259383598,18.999028115566922,64.01539799352618,2.3510000778621127,-61.66439791566407,16.62513358738276,1.5080061109081941,-15.117127476474565
2013-08-23,2.243930202486771,373.65055407032486,371.4066238678381,86.7186113201968,3.1953653200074146,-83.52324600018939,89.11304853657403,4.145669828075945,-84.96737870849807,85.0154937234026,11.508954398294382,-73.50653932510822,83.58568104614066,11.059232756117972,-72.5264482900227,39.2280910942897,59.92788498390747,20.699793889617766,64.68726714851665,2.4300352819143605,-62.2572318666023,16.82676922473278,1.5011956576975778,-15.325573567035201
2013-08-30,2.552017869519687,371.3117327039247,368.75971483440503,86.63964898805328,2.9676645200687397,-83.67198446798454,88.86286143024424,4.446856497891379,-84.41600493235286,84.8321184477179,11.61729783966235,-73.21482060805556,83.22677023609127,10.723674040882354,-72.50309619520891,38.789636799085145,60.70254747456252,21.912910675477377,64.22399638330471,2.667215177263423,-61.556781206041286,16.724411093455334,1.4144729932161397,-15.309938100239194
2013-09-09,2.432506557735932,370.9924493181152,368.5599427603793,86.64213428054839,2.9710133882958347,-83.67112089225256,88.90003075697715,4.547283615626691,-84.35274714135045,84.80570044788688,11.418236739539239,-73.38746370834764,82.93508976479995,10.291817612173563,-72.6432721526264,38.47717596674854,60.773657362275536,22.296481395526996,64.03351288324525,2.5089585916365804,-61.52455429160867,16.6461338877835,1.368867918062957,-15.277265969720542
2013-09-16,2.397839863374842,371.1031954197393,368.70535555636445,86.56245859855562,2.8408277400755093,-83.72163085848011,88.94623596924812,4.668120657991902,-84.27811531125622,84.87544891711718,11.166102370836464,-73.70934654628071,82.89501548393832,10.541834530173764,-72.35318095376456,38.60059553963345,60.90147619248133,22.30088065284788,64.03004811671094,2.4540220117924996,-61.57602610491844,16.715086745347385,1.347150310835133,-15.367936434512252
2013-09-23,2.3362588173799406,370.63742335885377,368.30116454147384,86.56745444570565,3.084618849238967,-83.48283559646669,88.81834723405073,4.589495489784282,-84.22885174426645,84.78120349519892,11.647614100565395,-73.13358939463353,82.80334596891569,11.821324032586539,-70.98202193632915,38.67590872695349,60.49241637594378,21.816507648990296,64.56667913871688,2.4995304153682905,-62.06714872334859,17.59185392177583,1.3686291263560917,-16.22322479541974
2013-09-30,2.3339021924296284,370.2634865624298,367.9295843700002,86.43706241874493,3.337101234013546,-83.09996118473138,88.75141223878893,4.608539042189024,-84.14287319659991,84.72028402957098,11.565098536853524,-73.15518549271745,82.85943594350914,11.509850848046366,-71.34958509546277,38.63489797908406,60.73966204621295,22.10476406712889,64.58785808132026,2.3868577631491874,-62.201000318171076,17.541462065562666,1.4557189161161455,-16.08574314944652
2013-10-07,2.2358597831198157,370.63520538356596,368.39934560044617,86.5572191616764,3.3519343111851727,-83.20528485049122,88.76348032980641,4.56812389147861,-84.1953564383278,84.74336644928682,11.331882795560338,-73.41148365372649,82.92941960954457,11.410265331113326,-71.51915427843124,38.687975756132566,60.78250873612382,22.094532979991257,64.65339129656678,2.1099956922890937,-62.543395604277684,17.167298307113345,1.5480945519303335,-15.619203755183012
2013-10-14,2.173173248503014,371.000763571391,368.827590322888,86.555775131698,3.5036442261358123,-83.05213090556218,88.8107308038264,4.598862828865807,-84.2118679749606,84.79773502836312,11.506780285444945,-73.29095474291817,82.972039751347,11.178042797147434,-71.79399695419957,38.63928091611304,60.3229838799189,21.683702963805864,64.50590044968871,1.91249251857114,-62.59340793111757,16.789194860727147,1.2202600827913859,-15.56893477793576
2013-10-21,2.138947335025335,370.75047201606236,368.61152468103705,86.912348430009,4.02372972225297,-82.88861870775604,88.94758197568214,3.9292686839391684,-85.01831329174297,84.72917339756135,11.346995317176079,-73.38217808038527,82.86061457264803,10.887084735659897,-71.97352983698813,38.16298050461078,60.43111489219064,22.268134387579863,64.58306278011946,2.3764990465579783,-62.20656373356148,16.828304990437864,1.4178495722548519,-15.410455418183012
2013-10-28,2.2264037122635427,370.7488066883514,368.52240297608785,86.95814964340741,3.9110843372039907,-83.04706530620342,88.93145832673986,3.901137961162405,-85.03032036557745,84.75320765314795,11.111311653950093,-73.64189599919786,82.75731335518451,10.701755790060169,-72.05555756512433,38.17019327919335,61.02872101231392,22.858527733120575,64.61950881119057,2.265856234452561,-62.35365257673801,16.681474854188604,1.4290359578211902,-15.252438896367414
2013-11-04,2.147002698148723,371.22779528125403,369.08079258310534,86.94815516974448,4.046951592627881,-82.9012035771166,88.92408137405194,3.5646155804230863,-85.35946579362886,84.67307034299118,11.341423282377853,-73.33164706061334,82.83311452025995,11.09043562860575,-71.74267889165421,38.66788281377649,60.23068522449726,21.56280241072077,64.43634392404589,2.166129604579585,-62.2702143194663,16.559992031877638,1.5216066805308108,-15.038385351346827
2013-11-11,2.2003943569386815,371.74277462423385,369.5423802672952,86.96635921207589,3.6940109344827565,-83.27234827759312,88.990042426454,3.278459904300884,-85.71158252215311,84.61593604386523,11.758008407865185,-72.85792763600004,82.64850601469217,11.552143796709895,-71.09636221798227,39.17058726515724,60.19886523411333,21.02827796895609,64.62409938158929,2.149434550059081,-62.474664831530205,16.617798207349722,1.4600254563572392,-15.157772750992482
2013-11-18,2.336211316166495,370.6262510154562,368.2900396992897,86.79715524814105,3.857721368437873,-82.93943387970317,88.8640110217718,3.3492396176259454,-85.51477140414586,84.48510989983097,12.31071536098422,-72.17439453884676,82.34263401886128,11.48608997876412,-70.85654404009716,39.363470087651976,59.876532192958585,20.51306210530661,64.31716069003959,1.7361647552616142,-62.580995934777974,16.144998268719544,1.4080362616941655,-14.736962007025378
2013-11-25,2.406752260320477,369.7469125131394,367.3401602528189,86.91239662774402,3.3817681963357344,-83.53062843140827,88.93643407494591,3.3568820055215056,-85.57955206942441,84.42446070329234,12.695053642917838,-71.7294070603745,82.12244280510453,11.723099664568002,-70.39934314053653,38.764551485652014,60.37621594947113,21.611664463819118,64.28495644365668,1.8221313378527852,-62.462825105803894,16.562568727668193,1.3124998185777,-15.250068909090492
2013-12-03,2.493543945378824,368.701539421006,366.2079954756272,86.81674658739104,3.423685814887354,-83.39306077250369,88.86680959820808,3.692747013517062,-85.17406258469101,84.34364006830165,13.46180528804518,-70.88183478025647,82.00667407961451,12.103504010731713,-69.9031700688828,38.62791662321607,60.17574916320123,21.54783253998516,64.66554196291231,2.083672024464326,-62.58186993844799,17.007276861660316,1.1854469908299836,-15.821829870830332
2013-12-10,2.4691463758303236,368.9448723038406,366.47572592801026,86.80513132031643,3.367557645322546,-83.43757367499389,88.88423825158864,3.501743560172431,-85.38249469141621,84.36199490911903,13.40555828684603,-70.956436622273,82.06527946227756,11.94350555457892,-70.12177390769864,38.49983173087758,59.67662153613124,21.176789805253662,64.28669137887005,2.094254283157909,-62.19243709571214,16.63473038610561,1.072930644935542,-15.561799741170066
2013-12-17,2.4717168851579743,369.5478202213233,367.0761033361654,86.83302082577862,3.446348461592188,-83.38667236418642,88.8624021668215,3.6123991298034466,-85.25000303701805,84.43050509049739,13.191845985766111,-71.23865910473128,82.0559873557142,11.965545928166776,-70.09044142754742,38.84853565109832,59.151060126410115,20.3025244753118,63.725444639475,1.9560046542140748,-61.769439985260924,16.659678433785594,1.0162665410526033,-15.64341189273299
2013-12-24,2.4601536632942933,369.3128424782566,366.8526888149623,86.82520464552604,3.3689429472361216,-83.45626169828992,88.82659949489532,3.7605294159604132,-85.0660700789349,84.41572315172598,13.133563051275482,-71.2821601004505,81.98544528501827,12.176942368384278,-69.808502916634,38.788477842113494,59.10397029649864,20.315492454385144,63.81513760108855,2.0082104332936885,-61.80692716779486,16.67234782620467,0.9240885189614719,-15.748259307243199
2014-01-02,2.5430841745893202,369.27563218303584,366.73254800844654,86.84468991440517,3.3256241527944854,-83.51906576161068,88.82867254833053,3.8062704321357534,-85.02240211619478,84.4814560736395,12.973119380166978,-71.50833669347253,81.78599200861663,11.290402067036606,-70.49558994158002,38.96297632143276,59.21577934546044,20.252803024027678,63.45612449822242,2.2406780970059903,-61.21544640121643,16.11045479147524,0.885944673075463,-15.22451011839978
2014-01-09,2.5376387938380693,369.5510279808248,367.0133891869867,86.82269163362612,3.244582209300884,-83.57810942432523,88.94085782769595,3.7819093752760184,-85.15894845241993,84.56190522851018,12.985178727089643,-71.57672650142054,81.84257904701501,11.382639912369438,-70.45993913464557,39.13482640498628,59.111028632931365,19.976202227945087,63.20273343891208,2.402191681960807,-60.80054175695127,16.30791111645689,0.8925849712876375,-15.415326145169251
2014-01-16,2.5983143721247193,369.2518261452764,366.6535117731517,86.83359730228938,3.265965292527806,-83.56763200976157,88.93733303959105,3.7529742658890832,-85.18435877370197,84.53403999429227,13.305104446772638,-71.22893554751963,81.82990483728996,11.433007109132248,-70.39689772815771,38.998449994826984,59.31651736656092,20.31806737173394,63.370808623172,2.4330417402051907,-60.93776688296681,16.56135534990112,0.9053671471231908,-15.65598820277793
2014-01-24,2.7260467369400176,369.5487593571076,366.8227126201676,86.99093605675,3.3100060858831704,-83.68092997086683,89.14151965340471,3.517168014384937,-85.62435163901978,84.64018544585934,13.295559999368027,-71.34462544649132,81.81574194752629,11.00477380713578,-70.81096814039051,39.1662547112033,60.013141265193475,20.846886553990174,63.339685528437144,2.419858201797641,-60.919827326639506,16.157504598363772,0.8686079476139241,-15.288896650749848
2014-01-31,2.6393089432532775,369.1895038981421,366.5501949548888,86.88157047781469,3.2433346963952747,-83.63823578141941,89.04781621511282,3.9863575032326386,-85.06145871188018,84.56366795424529,13.284728573551465,-71.27893938069383,81.56017481409808,11.171607663346814,-70.38856715075126,39.1861357917605,59.49022836561874,20.30409257385824,63.24792829943904,2.3136049109018075,-60.93432338853723,16.30531163017133,0.7525485147061308,-15.5527631154652
2014-02-07,2.583013274657581,369.88526557633105,367.3022523016735,86.96563654044436,3.2936757677757145,-83.67196077266865,89.01555238612764,3.8034479523908677,-85.21210443373677,84.67461834237825,13.369024550615123,-71.30559379176313,81.680402560441,10.62897083201445,-71.05143172842655,39.294030573886566,59.49364078376378,20.199610209877214,63.11537256833811,2.3964174717324833,-60.718955096605626,16.39856754064089,0.8567508522909543,-15.541816688349936
2014-02-14,2.5436851095399025,370.3098917319945,367.7662066224546,86.97856000596325,3.2177094471584096,-83.76085055880483,88.99745746424011,3.7454471370515208,-85.2520103271886,84.7087855518351,13.307296024892658,-71.40148952694244,81.89362264758891,10.872992828307218,-71.0206298192817,39.403784805250496,59.33569729007404,19.931912484823542,63.11823368733697,2.3240358472603853,-60.794197840076585,16.40666797352635,0.9377269385423123,-15.468941034984038
2014-02-24,2.7090142041442995,369.0603714424095,366.3513572382652,86.90281082773106,3.396902444459527,-83.50590838327153,88.85712263284267,4.005578935477917,-84.85154369736476,84.61324537115317,13.30856080992967,-71.3046845612235,81.62880443832832,10.657083528409828,-70.97172090991849,39.18234785883733,59.42150724995425,20.23915939111692,63.08610572600554,2.382577818138212,-60.70352790786733,16.248625329351423,0.9954941596149008,-15.253131169736521
2014-03-03,2.7947249095174547,368.8412091250658,366.04648421554833,86.87690739929451,3.5874474727459718,-83.28945992654853,88.72000590416654,4.224520244354595,-84.49548565981195,84.53413306494483,12.881834371594906,-71.65229869334992,81.59176261243645,10.952544313563543,-70.63921829887292,39.60595786252334,58.99606998124534,19.390112118722,62.86709402946563,2.3885128962559268,-60.47858113320971,15.879029038802928,0.9974764163255394,-14.881552622477388
2014-03-10,2.694779221019842,369.09628561300474,366.4015063919849,86.84255639609098,3.4390202641520418,-83.40353613193895,88.76154124117461,4.093090412559018,-84.66845082861559,84.55349288350583,12.650715119678416,-71.9027777638274,81.65551793258008,11.18405145432375,-70.47146647825633,39.64607998757898,59.00843289264739,19.362352905068413,62.76427341011817,2.4513254066270367,-60.31294800349114,15.993200415660908,0.9885203247370145,-15.004680090923895
2014-03-17,2.6216562284446643,368.7076738906144,366.0860176621697,86.67595077461476,3.625401949894171,-83.0505488247206,88.82177369238352,4.437996113070083,-84.38377757931343,84.63347766717489,12.36882219354763,-72.26465547362726,81.78076421206973,11.173800800392595,-70.60696341167713,39.48506223940327,59.434550607879,19.949488368475727,62.93536411398034,2.28412948628335,-60.651234627696994,15.958815963970048,0.8804898503600296,-15.078326113610018
2014-03-24,2.67569102959855,368.0128262427601,365.33713521316156,86.6862427999124,3.4679794494630642,-83.21826335044935,88.75925660147028,4.798042680680327,-83.96121392078996,84.57245045657183,12.598116553341244,-71.97433390323059,81.86469707978101,11.298338324197843,-70.56635875558317,39.449816127207065,59.514786664174714,20.06497053696765,63.2439989415686,2.2485925866017977,-60.9954063549668,15.581379353422209,0.8948498883128396,-14.68652946510937
2014-03-31,2.7134722547013332,367.7021509324816,364.98867867778023,86.67258512297946,3.618190873563785,-83.05439424941567,88.67764874284734,4.564647536715632,-84.11300120613171,84.63267711456379,12.88238562620814,-71.75029148835566,81.75186034355251,11.295608362210366,-70.45625198134215,39.61402442270399,59.278506555077854,19.664482132373863,63.1943266916081,2.3126157170902166,-60.88171097451788,15.301020407771883,0.9035094973807465,-14.397510910391137
2014-04-07,2.6897723321976557,367.76639053502663,365.07661820282897,86.56038308859411,3.551103131550777,-83.00927995704333,88.77189092851941,4.461569210355789,-84.31032171816362,84.57214118426585,13.241886940980514,-71.33025424328534,81.7577539872559,11.21270049452567,-70.54505349273023,39.74562018905496,59.34754537921066,19.601925190155697,63.22617768109569,2.25377127909063,-60.97240640200506,15.32397903140635,0.8127514516493288,-14.511227579757023
2014-04-14,2.7956581564970326,367.4540977965321,364.65843964003506,86.61792807977042,3.6183571007892508,-82.99957097898117,88.88817044833999,4.2332489873274,-84.65492146101259,84.58665833012235,13.617454531471992,-70.96920379865035,81.58920532781896,11.26268690343713,-70.32651842438183,39.870338869934656,59.430304302390844,19.55996543245619,63.18978813105275,2.380555074535172,-60.80923305651758,15.214892362508575,0.7559350095608381,-14.458957352947737
