,SPY,QQQ,IWM,EFA,EEM,TLT,LQD,GLD,leverage_hint,ESloss_SPY,ESloss_QQQ,ESloss_IWM,ESloss_EFA,ESloss_EEM,ESloss_TLT,ESloss_LQD,ESloss_GLD,k_SPY,k_QQQ,k_IWM,k_EFA,k_EEM,k_TLT,k_LQD,k_GLD,method_SPY,method_QQQ,method_IWM,method_EFA,method_EEM,method_TLT,method_LQD,method_GLD
2018-06-29,0.10511871954432575,0.08625791178075362,0.09347971721647266,0.09381623371952118,0.07910827276592305,0.12401806121589341,0.3051699702673216,0.11303111348978873,1.7982489758563063,0.02061800546668837,0.025126255545404697,0.023185118641268945,0.023101954195856964,0.027397113581650586,0.01747598948868616,0.007102069487104688,0.019174705683245242,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,pot,pot,pot,pot,pot,pot,pot,pot
2018-07-31,0.10540697315966048,0.08617087774653714,0.09345333130650163,0.09338311600915396,0.07898638711917622,0.1238684814582848,0.304739847589133,0.11399098561155278,1.7978365722833836,0.020509976657902933,0.025088459298788043,0.023133413532305323,0.02315080767783457,0.02737047025360115,0.017453144929470206,0.007094229967587379,0.018965487029403608,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,pot,pot,pot,pot,pot,pot,pot,pot
2018-08-31,0.105425313467595,0.08621076443313175,0.0936744698906444,0.09284494126750198,0.07795427621949694,0.12402229265353862,0.30633257884874776,0.11353536321934353,1.7978773322982935,0.020509976657902933,0.025081215003604454,0.023082817771978945,0.023289052573608783,0.02773767935814243,0.01743453271270243,0.00705857250475503,0.019044909507138278,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,pot,pot,pot,pot,pot,pot,pot,pot
2018-09-28,0.10615015495218624,0.0864561838438972,0.09347123985175736,0.09231078723128622,0.07793356886230009,0.12364458299785148,0.3061360912810773,0.11389739097964406,1.7935062455214035,0.020307700404941613,0.024933618960088905,0.02306234033191332,0.02335226043849102,0.027660295507779806,0.017434371101761777,0.0070415269747725155,0.018926382124875817,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,pot,pot,pot,pot,pot,pot,pot,pot
2018-10-31,0.10333499625115782,0.08333265264772573,0.09184893361464132,0.09285889594749788,0.07702929334910931,0.1243741397943444,0.3087035742668024,0.11851751412872114,1.7897719013723385,0.02107789793531951,0.02613722754435769,0.023713770192116068,0.02345585182662532,0.028276054594673417,0.017512358338558506,0.007055585635189573,0.01837774374648902,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,pot,pot,pot,pot,pot,pot,pot,pot
2018-11-30,0.10241571537176732,0.08136853987909792,0.0913151866727594,0.09265376286623697,0.07657691752384588,0.12435460219747434,0.3109649763280324,0.12035029916078574,1.7796097506844215,0.021304666437327688,0.02681543330109939,0.023894521091601704,0.023549315067600916,0.02849334661788061,0.017546054712723063,0.007016650812900897,0.01812984819440104,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,pot,pot,pot,pot,pot,pot,pot,pot
2018-12-31,0.0978786234357342,0.07763774912859575,0.0885147490380315,0.0933078243668801,0.07680919774608339,0.1269173701644971,0.3148856906786042,0.12404879544157377,1.7684859830215507,0.02240886940029831,0.02825106748032298,0.02477947814900254,0.023506595556533852,0.028555815631653138,0.017281710823424352,0.006965541320488394,0.017681342909011955,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,pot,pot,pot,pot,pot,pot,pot,pot
2019-01-31,0.09598357723158184,0.07621930042842459,0.08766352183843937,0.09213626193036796,0.07612887915124142,0.1271513776689772,0.3194800214092005,0.12523706034176715,1.7521007748013642,0.022543787606320555,0.028389572806898716,0.02468339548109317,0.02348514399725664,0.028423292224030613,0.017017773762836596,0.006772984956177081,0.01727789979179189,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,pot,pot,pot,pot,pot,pot,pot,pot
2019-02-28,0.09482442940452461,0.07509827935096774,0.08621104530131608,0.09082010539454727,0.07495155567144172,0.12799761063685736,0.3238280209080238,0.1262689533323214,1.7514002488766087,0.02248923161602825,0.028396503543973585,0.024736140807511114,0.023480798072979425,0.028452091976372634,0.016660690345121215,0.006585373772647584,0.016888779858050863,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,pot,pot,pot,pot,pot,pot,pot,pot
2019-03-29,0.0944964257582191,0.07530656521620673,0.08523250954052508,0.09074907628020064,0.07449657101698315,0.12863985229333652,0.325888399826496,0.1251906000680328,1.7636961526389563,0.02255993542894543,0.028308730550265053,0.025011973422628682,0.023491514743237952,0.02861652871090617,0.016572105963790714,0.006541605238193669,0.01702870073482393,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,pot,pot,pot,pot,pot,pot,pot,pot
2019-04-30,0.09358077919385895,0.07448977928127941,0.08436706977160327,0.09001379743385444,0.07368864903878972,0.1294992246093873,0.3293233892605876,0.12503731141063937,1.760048599062821,0.022544012911991027,0.02832182233342633,0.02500603968078819,0.02343736576618506,0.028629732285497568,0.016291111401045468,0.00640612347394245,0.01687245407518435,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,pot,pot,pot,pot,pot,pot,pot,pot
2019-05-31,0.09110567934923242,0.0726040842166399,0.08221641434518522,0.08818141074110654,0.07188509474987405,0.13258768837580184,0.3370376164280125,0.12438201179414762,1.7541794126694095,0.022862741866106418,0.028688821737391786,0.02533466882601581,0.023620915247240297,0.028975765236804008,0.015709796701440275,0.006180098386562891,0.016746196652173525,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,pot,pot,pot,pot,pot,pot,pot,pot
2019-06-28,0.09079224508703465,0.07181634964028487,0.08177604827456864,0.08951290182808715,0.07224231754756479,0.13285852677164045,0.3375721372430266,0.12342947360779295,1.733740537836032,0.022671657909301743,0.028662146318226132,0.025171315621897963,0.022995687542159964,0.028493143510733322,0.015493252645867164,0.006097691409729205,0.016676816819064598,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,pot,pot,pot,pot,pot,pot,pot,pot
2019-07-31,0.0907279720903853,0.0718004530270106,0.08173271325236199,0.08951229491462864,0.07214094067313387,0.13413429868316337,0.3359149590149669,0.12403636834434939,1.7201851020076848,0.02268241272152397,0.028661787239237263,0.02517877146677931,0.022990465279699893,0.028526510593552934,0.01534230490295425,0.006126340173642981,0.01659133797458347,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,pot,pot,pot,pot,pot,pot,pot,pot
2019-08-30,0.09203523392648091,0.07208252725657797,0.08112142936011335,0.09181265769746792,0.07325630318810239,0.13456680006898264,0.33227934164697825,0.12284570685529661,1.7221399100770076,0.02205282233464985,0.028157124057042616,0.025019734961753214,0.022106283743538735,0.027705966230606303,0.01508274449023217,0.006108224038992341,0.016521836328390275,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,pot,pot,pot,pot,pot,pot,pot,pot
2019-09-30,0.09413185915186198,0.07356341289859089,0.08262183640389198,0.0955537672488272,0.07437873357278166,0.13288018130620322,0.32498940827139455,0.12188080114644859,1.7285712474036816,0.02180546887387944,0.027902312357447015,0.024843182070444038,0.021480987970168414,0.02759645433822578,0.01544691845389971,0.006315865294484423,0.016840956947025608,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,pot,pot,pot,pot,pot,pot,pot,pot
2019-10-31,0.09340332404787723,0.07326675035724266,0.08221296279498079,0.0949017305906616,0.07465563830858246,0.1326497753339333,0.3265140226387019,0.12239579592802015,1.7268113732056485,0.021947601275670598,0.027979662043553663,0.024934984026025377,0.021601069877926794,0.02745913048859965,0.015454070003996886,0.006278379401467333,0.016748769011891866,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,pot,pot,pot,pot,pot,pot,pot,pot
2019-11-29,0.09305090332588431,0.07305625572621392,0.08185338164387104,0.09475778373676322,0.0743941699928917,0.13303375700193246,0.3281254615154854,0.12172828705695797,1.732735697571287,0.02186273393288823,0.027846309962183735,0.02485355034541862,0.02146891855639134,0.027345518362838026,0.01529196188602839,0.006199906377983731,0.0167121972288727,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,pot,pot,pot,pot,pot,pot,pot,pot
2019-12-31,0.09466672109701457,0.07320504544066544,0.0818679793478295,0.09596118615625503,0.07496185049070322,0.13107713284674846,0.32667924530610126,0.12158083931468257,1.7271317310041574,0.0212006146267543,0.027416042977296634,0.02451498971813144,0.020914629678380807,0.026773520915217328,0.015311539307948964,0.006143618551817296,0.016507475053380922,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,pot,pot,pot,pot,pot,pot,pot,pot
2020-01-31,0.09639666990810436,0.07451239545999987,0.08357231326131787,0.09815018502323826,0.07456255403011984,0.12934677537882527,0.3228258862419324,0.12063322069646215,1.7312694289871495,0.020512485553925028,0.02653699812936431,0.02366017191307897,0.0201460170295992,0.02651914656970733,0.015287086153832098,0.006125082848698862,0.016391299904956115,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,pot,pot,pot,pot,pot,pot,pot,pot
2020-02-28,0.09142357157510662,0.07165253653617913,0.08146942402177064,0.09545939502404109,0.0742685876347856,0.13243521790566357,0.32875119268618325,0.12454007461627006,1.7143789468520365,0.02186239499002257,0.02789487057676414,0.024533599656227697,0.0209380986823791,0.0269122962591175,0.015092195752623178,0.006079790058987013,0.0160489564450001,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,pot,pot,pot,pot,pot,pot,pot,pot
2020-03-31,0.09153421708063467,0.08062202158286709,0.08247232385946623,0.10003805237645143,0.08004509780553945,0.1478402907130078,0.2593292702589482,0.15811872632308524,1.7210678204283916,0.03052998948315922,0.034662225406350444,0.03388456337889684,0.02793475700931192,0.034912052848133264,0.01890241605548406,0.010776024943233585,0.017673673130346918,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,pot,pot,pot,pot,pot,pot,pot,pot
2020-04-30,0.09037384643756456,0.08090966227638341,0.08016669123152374,0.09871892409889338,0.08082743252579597,0.15078320898162276,0.2575896577486292,0.16063057669958702,1.712528329230003,0.03183899506222511,0.035563273526600686,0.035892867801788866,0.029147526441813836,0.03559945380625057,0.019083109252772325,0.011170527868350417,0.017913229906789632,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,pot,pot,pot,pot,pot,pot,pot,pot
2020-05-29,0.09035842974664723,0.08138314325249517,0.0777932176574749,0.09890032025618306,0.08105110549602201,0.1508848691260746,0.25731724923373006,0.162311665231373,1.7135404682123687,0.03234361416040693,0.03591060840201932,0.037567776161846145,0.029550138768970106,0.03605772148301212,0.01936919324510817,0.0113576458498947,0.01800559549247299,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,pot,pot,pot,pot,pot,pot,pot,pot
2020-06-30,0.08882122659720779,0.08118347814160365,0.07583196087965856,0.10297517594083562,0.08241465298379477,0.15043054310183213,0.2561453290927165,0.16219763326235107,1.7001040301037076,0.03308942749823275,0.0362024836219262,0.038757319521995764,0.028541282021999525,0.03566166247609288,0.019537545216484792,0.011474125053159057,0.01812013824541183,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,pot,pot,pot,pot,pot,pot,pot,pot
2020-07-31,0.08849356426596883,0.0802703799104406,0.07544184982683473,0.10234585850730231,0.08220710453406124,0.15070786363813068,0.25659578088275725,0.1639375984345044,1.7021802946283877,0.03310881608893068,0.036500601437353376,0.038836761705354626,0.02862760825956511,0.03564068046116335,0.01944103694131744,0.011418415120686087,0.01787214874631994,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,pot,pot,pot,pot,pot,pot,pot,pot
2020-08-31,0.09000235564116947,0.08157287444563782,0.0767281129951461,0.10337358384234147,0.0834085792128345,0.15252296922462957,0.2575506049577056,0.15484091968053554,1.7019582998981415,0.03310881608893068,0.03653017575689174,0.038836761705354626,0.028826237126872913,0.03572619829538452,0.019537197942333395,0.01157004248148965,0.01924472837439883,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,pot,pot,pot,pot,pot,pot,pot,pot
2020-09-30,0.08891893098876286,0.0799825477137075,0.07618001133084892,0.10360245623758257,0.08459482892544441,0.15333293124678604,0.2569844530175565,0.1564038405393112,1.7065335085084874,0.033725892370768805,0.037494058166102726,0.039365579551134164,0.028945938206076743,0.03544980626290782,0.019557901044911338,0.011669461950081315,0.01917389167625386,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,pot,pot,pot,pot,pot,pot,pot,pot
2020-10-30,0.08828547277719406,0.07938202385407368,0.07610311522582039,0.1026075596359722,0.08499349704628271,0.15375888973043603,0.25856039705318656,0.15630904467703435,1.7050911424755715,0.034159187592144355,0.03799046534516598,0.039627287494193586,0.029391207012003227,0.03548224430176242,0.019613565313488124,0.011663657933032087,0.01929357339806207,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,pot,pot,pot,pot,pot,pot,pot,pot
2020-11-30,0.08776250584226974,0.07862344478734605,0.07593916161225017,0.10168815051103376,0.08570193945478222,0.15772393594872086,0.2605410908818149,0.15201977096178246,1.7103202234414725,0.034113188350121254,0.03807844975469464,0.03942443962132193,0.02944157088933497,0.03493338553272269,0.0189816394947773,0.011490927906009352,0.01969387845366914,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,pot,pot,pot,pot,pot,pot,pot,pot
2020-12-31,0.08778510005535538,0.07847278383974023,0.07609029889447418,0.10114875395915413,0.08592358632462159,0.15703759729733532,0.26160396190751123,0.15193791772180787,1.7135635807509886,0.034113188350121254,0.038161379092123346,0.03935626086415667,0.029606194197230234,0.03485224233086347,0.019069507583286183,0.011447187690457508,0.019709560966905064,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,pot,pot,pot,pot,pot,pot,pot,pot
2021-01-29,0.08800138818213105,0.0788985566433207,0.07655067838383849,0.1007479291672888,0.08610029073418646,0.15765622145174885,0.26309250155886577,0.14895243387862,1.7156974029983354,0.03427705745829435,0.038231734108458267,0.039404335831012105,0.029940353752779224,0.03503389609265147,0.0191329502340747,0.011465277882325577,0.020250952338158042,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,pot,pot,pot,pot,pot,pot,pot,pot
2021-02-26,0.08862656860429888,0.07944738073408167,0.07694056188273231,0.10134831422086829,0.08656763100331885,0.15901629498248387,0.2599170909376732,0.14813615763454302,1.7131500990695658,0.03452366805317547,0.038512462046143066,0.03976724578448246,0.03019008514062469,0.03534478418462778,0.01924151380538601,0.011771885504522295,0.02065474279908905,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,pot,pot,pot,pot,pot,pot,pot,pot
2021-03-31,0.09012416054035685,0.07989457207599819,0.07683804947814103,0.10267148431341698,0.08653391418545062,0.16005409024721626,0.25578666435049174,0.14809706480892842,1.713373038040579,0.034425834760360194,0.038833670148795726,0.0403784255294134,0.03021870658076242,0.03585414444594898,0.01938469334889404,0.012129637276270047,0.02094977008951126,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,pot,pot,pot,pot,pot,pot,pot,pot
2021-04-30,0.09026280655714956,0.08001748100647012,0.07690755635534742,0.10260622891650395,0.08675637820422141,0.16018281258779973,0.255249167606001,0.14801756876650685,1.7089605084413846,0.034425834760360194,0.038833670148795726,0.04040399423413393,0.0302844427317509,0.03581722206323717,0.019398913112725923,0.012173878930486007,0.020993267822447294,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,pot,pot,pot,pot,pot,pot,pot,pot
2021-05-28,0.09018378405123388,0.07996104080469724,0.07667198659436511,0.10257458214777007,0.08659800039705869,0.1604966161077009,0.25521666632510837,0.14829732357206568,1.7029239117811905,0.034479871287213915,0.03888800389523911,0.0405562110022198,0.0303147739056916,0.03590758738103674,0.019374397676981545,0.012183864443709029,0.020968181969712712,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,pot,pot,pot,pot,pot,pot,pot,pot
2021-06-30,0.0907317859406952,0.08048152289817613,0.07690860377954768,0.10261729381094614,0.08708038983253083,0.16048674058089382,0.25627663587196076,0.1454170272852494,1.7040098492773874,0.03446252792962917,0.03885173384507619,0.04065665677729891,0.030470952711411342,0.03590758738103674,0.019483520543619286,0.0122010603754318,0.021502617440753585,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,pot,pot,pot,pot,pot,pot,pot,pot
2021-07-30,0.09050439633134029,0.08041336287046977,0.07708128485240102,0.10287751013698127,0.0870109241808474,0.16038169656810458,0.25613173002368506,0.14559909503617066,1.7090653659267758,0.03451985426645138,0.03885173384507619,0.040531220747207185,0.03036813942786093,0.035905819886909246,0.019479770065310174,0.0121976241348236,0.021457541141000156,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,pot,pot,pot,pot,pot,pot,pot,pot
2021-08-31,0.09120642736800867,0.08062523389130836,0.0772570338402007,0.10266919159751431,0.08767039647673525,0.1602456215917156,0.25636783419669756,0.14395826103781953,1.7045566688230915,0.034403495097287795,0.03891858324437913,0.04061532938588767,0.030562428981591304,0.03579109942349916,0.01958131427010946,0.012239522507292929,0.021796733679438372,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,pot,pot,pot,pot,pot,pot,pot,pot
2021-09-30,0.09130457709109235,0.08113729110438093,0.0776805778913603,0.1032157413047188,0.08791922223186428,0.15992279885012092,0.25573054491754066,0.14308924660892167,1.7007808018472301,0.034622294072310156,0.03896080181095703,0.040694521127491515,0.030626858638384748,0.03595543543207117,0.019766874647800237,0.012361346663594765,0.02209232344926339,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,pot,pot,pot,pot,pot,pot,pot,pot
2021-10-29,0.09144699129518181,0.08108959964733037,0.07773210792211456,0.1032725758241594,0.08796763390514177,0.1600701300320314,0.2558605861629734,0.14256037521106726,1.702149485439416,0.0345874099977639,0.03900518185740641,0.04068993708696995,0.030626858638384748,0.03595543543207117,0.019759555267153672,0.012361867173139923,0.022186491697328645,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,pot,pot,pot,pot,pot,pot,pot,pot
2021-11-30,0.0924163229419422,0.0816895657543972,0.07797774486681973,0.10402125696250109,0.08794462161239676,0.16039617891452024,0.25247064882072606,0.1430836601266967,1.704675200016556,0.03449749703206245,0.0390274057275444,0.04088515039578115,0.030648849278499635,0.036251583871211676,0.01987660708615025,0.012627732535624762,0.022281592626165504,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,pot,pot,pot,pot,pot,pot,pot,pot
2021-12-31,0.09232847666150107,0.0816528049949089,0.07776122863375648,0.10425447913092925,0.08797926064346959,0.15992699658015713,0.25303756123887616,0.14305919211640147,1.706125131459322,0.03452960487456042,0.039044167778320454,0.040998141024841686,0.03057965321363252,0.036236560690264735,0.019934506906054555,0.012599180146152538,0.02228494213218893,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,pot,pot,pot,pot,pot,pot,pot,pot
2022-01-31,0.09500068391927625,0.08206628024346249,0.07808129432141446,0.10700897679102685,0.09019001487441848,0.15725654106500217,0.24765447127964127,0.14274173750575805,1.7061434912950124,0.03360943818073129,0.03890659603237544,0.040892247510251924,0.02983786696276352,0.03540214088841168,0.020303890647018055,0.012892638670378757,0.022368507411389113,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,pot,pot,pot,pot,pot,pot,pot,pot
2022-02-28,0.0949266514493016,0.08155760859766234,0.08024080087075579,0.10875107058393389,0.09169666813965094,0.15735032474434194,0.24161536340451853,0.14386151220983498,1.7108717146223071,0.03393793001734212,0.039501085294933055,0.0401493257632871,0.029623745645617244,0.03513338182321538,0.020474149379109366,0.0133336473652684,0.022393856453893038,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,pot,pot,pot,pot,pot,pot,pot,pot
2022-03-31,0.09776236474194594,0.08391811207839843,0.08211829896320501,0.10824822375930376,0.09354859618772245,0.15506559748872223,0.23443703695878748,0.1449017698219148,1.711522135902811,0.03376055596373805,0.03933014821561305,0.04019215969752014,0.030490216572575994,0.03528125402752976,0.02128461657175687,0.014078457179093447,0.022777580909289014,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,pot,pot,pot,pot,pot,pot,pot,pot
2022-04-29,0.09831808466567091,0.08420649485677235,0.08282621313932045,0.10923387824442982,0.09476575469817858,0.15510778185057342,0.22891863163731227,0.14662316090774222,1.7077383563206638,0.03404003084439787,0.03974456650017412,0.04040690148361668,0.030638394318405704,0.035316034207089834,0.021576935693695412,0.014619826314024061,0.022825525066175537,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,pot,pot,pot,pot,pot,pot,pot,pot
2022-05-31,0.09659624782039404,0.08260529416155302,0.08221309449096902,0.10946996844137973,0.09552958538311061,0.15457819332533015,0.23056625104855832,0.14844136532870508,1.7036700733909835,0.03532635233330228,0.041309617249283434,0.041506685835223836,0.03117195641109124,0.03572079864989684,0.022075514088823592,0.014800054513874006,0.022988154797834816,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,pot,pot,pot,pot,pot,pot,pot,pot
2022-06-30,0.09627425716332241,0.08290811717655536,0.0819617440561686,0.10932421350917927,0.09642390370387875,0.15440677113341517,0.22809433051737774,0.1506066627401027,1.6906022933686842,0.03616148029828813,0.04199130039619666,0.04247615389025863,0.03184490920990248,0.03610535894019985,0.02254706596147709,0.015263069650819625,0.02311597369136044,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,pot,pot,pot,pot,pot,pot,pot,pot
2022-07-29,0.09655822713245756,0.08311957356604674,0.08223264484138988,0.10932674620675462,0.0963869531336484,0.15380322997917636,0.22915144004111596,0.14942118509941063,1.6867026420230204,0.03616148029828813,0.04200801662334687,0.042461098446033865,0.03193809885720595,0.03622573714148307,0.022702308843323638,0.015237471025543159,0.023368094863957592,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,pot,pot,pot,pot,pot,pot,pot,pot
2022-08-31,0.0964492531685099,0.08344600358782049,0.08270335455242224,0.10976109164072632,0.09753787832408034,0.1522139620483751,0.226552571599762,0.15133588507830356,1.6760323221537492,0.03651144967803761,0.042200967118098696,0.042579917980403365,0.03208333664421867,0.036103943555608004,0.02313521050340435,0.01554386263938598,0.023269444994650657,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,pot,pot,pot,pot,pot,pot,pot,pot
2022-09-30,0.09783139358085619,0.08409163034337701,0.08364670715362714,0.10977335606963819,0.09890566656382566,0.15179937398018808,0.22115236577150882,0.152799506536979,1.6611750054097514,0.03669805031914966,0.04269415861914679,0.042921252092194453,0.032705763337919865,0.03629945107448378,0.02365109493067718,0.01623415328114625,0.023496289260292385,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,pot,pot,pot,pot,pot,pot,pot,pot
2022-10-31,0.09831355951640666,0.08454784898724621,0.08393672675848866,0.11066730036068455,0.09941246720375803,0.15045138929262747,0.2195626792127085,0.15310802866807996,1.6446752223044525,0.036497458423606764,0.04243981477835243,0.04274880841197398,0.03242326359486742,0.0360940146830115,0.023849530853768414,0.016342463408595322,0.02343570799089591,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,pot,pot,pot,pot,pot,pot,pot,pot
2022-11-30,0.09786025490699105,0.08519957824051194,0.08363426412464929,0.11123819170267825,0.09972879711813462,0.1504664417688229,0.21938101205253446,0.1524914600856775,1.6246736361269323,0.03653460653983304,0.04196365736485129,0.0427490568170247,0.03214081291855989,0.03585008555432135,0.023761350816069424,0.016297152955327424,0.023445810715602727,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,pot,pot,pot,pot,pot,pot,pot,pot
2022-12-30,0.09890242554130016,0.08566500960509629,0.08327229086312901,0.11095275766318081,0.09949099682797817,0.14892996212121853,0.21948028836474012,0.15330626901335706,1.6128542594253095,0.0361923012360504,0.04178492939728604,0.04298556387802824,0.03226153593255505,0.0359781939300077,0.024034830380560448,0.016309010730923723,0.023348728014866173,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,pot,pot,pot,pot,pot,pot,pot,pot
2023-01-31,0.09884750974837325,0.08569207150062569,0.08330405274323768,0.11103937877260128,0.09940337651804149,0.1486974617118421,0.21956400296575565,0.15345214603952295,1.6094070791616801,0.03622622046431481,0.041787666207449906,0.04298556387802824,0.032248664573550814,0.03602364231403304,0.024081592511863977,0.016309010730923723,0.02333542914134803,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,pot,pot,pot,pot,pot,pot,pot,pot
2023-02-28,0.09907799368943514,0.08582544730074249,0.08321750083107603,0.11118371302443676,0.09956626524194,0.14913072567045033,0.21984230686962486,0.1521560473722945,1.6037973261733445,0.03623991030724402,0.04183581580582984,0.04314690502440545,0.03229409692350943,0.0360621903011219,0.024076712485536292,0.016332514227373772,0.023597994734585973,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,pot,pot,pot,pot,pot,pot,pot,pot
2023-03-31,0.09999946469078144,0.08599369694394443,0.08332898669425187,0.11051364451990957,0.10029990514623914,0.14826786838149844,0.2198116889132169,0.15178474471015824,1.6065380854766806,0.03595678567990557,0.0418130566282732,0.043150162538094866,0.03253588582307533,0.035849079964225025,0.024251102813051543,0.016357907706224407,0.023689200959278435,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,pot,pot,pot,pot,pot,pot,pot,pot
2023-04-28,0.10009965490049653,0.08580649750003884,0.08323059814422891,0.11078350045320332,0.10039254055033081,0.14828723088128054,0.21995430670476387,0.15144567086565722,1.6074750833679745,0.03594410242712292,0.04193146618834401,0.043229200905515575,0.03247769057616077,0.03583923894085822,0.024263668741266557,0.016357907706224407,0.023757643438053578,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,pot,pot,pot,pot,pot,pot,pot,pot
2023-05-31,0.10013161320859781,0.08645066939739028,0.08363398098923557,0.11145349302666836,0.10125776550177425,0.1471013240597751,0.21850762556930187,0.15146352824725678,1.6062219883156703,0.03600947714542023,0.04170802912808802,0.043112703648928836,0.03235149423720888,0.035608992747384716,0.024511587916801338,0.016501424277412607,0.023805645353005077,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,pot,pot,pot,pot,pot,pot,pot,pot
2023-06-30,0.10009812593819338,0.08642175747986507,0.08360601106398777,0.11152482206744305,0.10118935945996436,0.14666715410289474,0.21840400391358522,0.15208876597406643,1.6073335154389896,0.03600947714542023,0.04170802912808802,0.043112703648928836,0.0323199903972141,0.03562114828582234,0.02457592635732222,0.016503732137149542,0.023699851564877528,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,pot,pot,pot,pot,pot,pot,pot,pot
2023-07-31,0.10061430333048979,0.08671969963455671,0.08383245996531746,0.11183747244422759,0.10192431159644325,0.14607759923111158,0.21732994935780584,0.1516642044400478,1.5999503154391894,0.035782567618078465,0.04151580468383517,0.04294563363354209,0.03219169776985542,0.03532266302198643,0.024646065729579232,0.016565770722845836,0.023738219084466085,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,pot,pot,pot,pot,pot,pot,pot,pot
2023-08-31,0.10147388887269182,0.08698301382807294,0.08368513091512612,0.11234391591787285,0.10178554784674244,0.14532102024565313,0.21611484614870735,0.1522926362251334,1.5899409089321561,0.03534682782674195,0.04123540816811045,0.04286042263028438,0.031926785261028635,0.03523859874776687,0.02468177055755478,0.016596638976042122,0.023551894351547406,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,pot,pot,pot,pot,pot,pot,pot,pot
