Date,port_ret_gross,port_ret_net,turnover,tc_cost,w_SPY,ret_SPY,w_QQQ,ret_QQQ,w_IWM,ret_IWM,w_EFA,ret_EFA,w_EEM,ret_EEM,w_TLT,ret_TLT,w_LQD,ret_LQD,w_GLD,ret_GLD
2010-01-05,0.0029208069646660044,0.0029208069646660044,0.0,0.0,0.10818592419027918,0.0026436598423362767,0.10347472164182094,0.0,0.08286026276942114,-0.003444702112789688,0.0816545129734503,0.0008811685485237142,0.07717415471352995,0.0072322222387990465,0.13192714860692553,0.006437179890981248,0.3205006403151584,0.004763658482333177,0.0942226347894146,-0.0009112174071557178
2010-01-06,-0.0013038275245694508,-0.0013038275245694508,0.0,0.0,0.10818592419027918,0.0007040475958595138,0.10347472164182094,-0.006050051204463891,0.08286026276942114,-0.0009416761734182266,0.0816545129734503,0.004217710650198825,0.07717415471352995,0.0020900341125367206,0.13192714860692553,-0.013476895479434425,0.3205006403151584,-0.0029504245460874046,0.0942226347894146,0.016364952672509148
2010-01-07,0.0004013931590097892,0.0004013931590097892,0.0,0.0,0.10818592419027918,0.004211770627460254,0.10347472164182094,0.0006500276621395074,0.08286026276942114,0.007351348496719812,0.0816545129734503,-0.003865590674969166,0.07717415471352995,-0.005816108632643147,0.13192714860692553,0.0016810737348480487,0.3205006403151584,0.0012383830046429622,0.0942226347894146,-0.006207031449164013
2010-01-08,0.0040207785735984925,0.0040207785735984925,0.0,0.0,0.10818592419027918,0.0033222714959517674,0.10347472164182094,0.008196501002821766,0.08286026276942114,0.005439356538340601,0.0816545129734503,0.007891387181925058,0.07717415471352995,0.007901162319921884,0.13192714860692553,-0.0004481903343087623,0.3205006403151584,0.002187330250663422,0.0942226347894146,0.004950755381378791
2010-01-11,0.0007527415904403695,0.0007527415904403695,0.0,0.0,0.10818592419027918,0.001395705081468357,0.10347472164182094,-0.004090231425501134,0.08286026276942114,-0.004037695255200813,0.0816545129734503,0.008176106982167308,0.07717415471352995,-0.0020850536872787373,0.13192714860692553,-0.005502210293055754,0.3205006403151584,0.001044788860336432,0.0942226347894146,0.013201473675457542
2010-01-12,-0.004581314949341906,-0.004581314949341906,0.0,0.0,0.10818592419027918,-0.009370009630575993,0.10347472164182094,-0.012589574849938945,0.08286026276942114,-0.010952987470283393,0.0816545129734503,-0.011850941258681136,0.07717415471352995,-0.01613530059027557,0.13192714860692553,0.01697176191886296,0.3205006403151584,0.0018966594478868615,0.0942226347894146,-0.021134489951311508
2010-01-13,0.0021827310990996823,0.0021827310990996823,0.0,0.0,0.10818592419027918,0.008410804757938095,0.10347472164182094,0.01237414939211412,0.08286026276942114,0.012818842835147226,0.0816545129734503,0.008379818488793767,0.07717415471352995,0.0030603149696721843,0.13192714860692553,-0.011693316481921734,0.3205006403151584,-0.004176994017799807,0.0942226347894146,0.00945827937853938
2010-01-14,0.004516254479201268,0.004516254479201268,0.0,0.0,0.10818592419027918,0.002700924354567924,0.10347472164182094,0.000862653596811036,0.08286026276942114,0.003720564867293774,0.0816545129734503,0.007620394283041065,0.07717415471352995,-0.0025892423877937887,0.13192714860692553,0.01390515710751572,0.3205006403151584,0.003608736021662118,0.0942226347894146,0.004383402504944733
2010-01-15,-0.006132416300861649,-0.006132416300861649,0.0,0.0,0.10818592419027918,-0.011287637816521645,0.10347472164182094,-0.011708942817932222,0.08286026276942114,-0.014653320611843768,0.0816545129734503,-0.015825047795569702,0.07717415471352995,-0.011612267982830105,0.13192714860692553,0.006166272256479033,0.3205006403151584,-0.0003789102987665771,0.0942226347894146,-0.010498532177149578
2010-01-19,0.007309967492628203,0.007309967492628203,0.0,0.0,0.10818592419027918,0.012418113212278037,0.10347472164182094,0.01601080077206163,0.08286026276942114,0.018206443443745002,0.0816545129734503,0.009768182036786754,0.07717415471352995,0.02005924004867321,0.13192714860692553,-0.002857723757946573,0.3205006403151584,0.0008525888020152195,0.0942226347894146,0.0059357674133195815
2010-01-20,-0.008893456588231602,-0.008893456588231602,0.0,0.0,0.10818592419027918,-0.010220582508764231,0.10347472164182094,-0.014485080218037183,0.08286026276942114,-0.014601189309414675,0.0816545129734503,-0.02584780401204423,0.07717415471352995,-0.024359385682780843,0.13192714860692553,0.010078981464318737,0.3205006403151584,-0.0006639243760737656,0.0942226347894146,-0.023406622544498212
2010-01-21,-0.008490358906855297,-0.008490358906855297,0.0,0.0,0.10818592419027918,-0.019416282613931912,0.10347472164182094,-0.009408163144802195,0.08286026276942114,-0.016565701881538608,0.0816545129734503,-0.021606752969142384,0.07717415471352995,-0.030629785076342397,0.13192714860692553,0.004567872467521994,0.3205006403151584,0.0026509275852877323,0.0942226347894146,-0.01451645533950785
2010-01-22,-0.011242361832051264,-0.011242361832051264,0.0,0.0,0.10818592419027918,-0.022544287617848546,0.10347472164182094,-0.029673236077784715,0.08286026276942114,-0.018139956827554204,0.0816545129734503,-0.019667946951244186,0.07717415471352995,-0.02246692154963048,0.13192714860692553,-0.0017373231999870953,0.3205006403151584,-0.0015137428313609647,0.0942226347894146,-0.001864497387188635
2010-01-25,0.0021938448711317105,0.0021938448711317105,0.0,0.0,0.10818592419027918,0.005115100666770012,0.10347472164182094,0.0033910146034585864,0.08286026276942114,0.0011333562180158019,0.0816545129734503,0.012177426135113745,0.07717415471352995,0.007294679502753532,0.13192714860692553,-0.00457616296033958,0.3205006403151584,-9.383279442332082e-05,0.0942226347894146,0.002888473340999731
2010-01-26,-0.004008635462882966,-0.004008635462882966,0.0,0.0,0.10818592419027918,-0.004199938238826917,0.10347472164182094,0.0009019557722402816,0.08286026276942114,-0.009919978502376914,0.0816545129734503,-0.005701298656834108,0.07717415471352995,-0.021021606404858062,0.13192714860692553,0.0003274276999016834,0.3205006403151584,-0.0026553926402987926,0.0942226347894146,0.0007439937221862536
2010-01-27,-0.00022306658401964434,-0.00022306658401964434,0.0,0.0,0.10818592419027918,0.004745983094752937,0.10347472164182094,0.007861064431980758,0.08286026276942114,0.010566979596722259,0.0816545129734503,-0.0011072708918793417,0.07717415471352995,-0.0025627146030156034,0.13192714860692553,-0.0005459921397443779,0.3205006403151584,-0.0036151926114760258,0.0942226347894146,-0.009622184538243594
2010-01-28,-0.00787283094081095,-0.00787283094081095,0.0,0.0,0.10818592419027918,-0.011538457391004009,0.10347472164182094,-0.026063540705105304,0.08286026276942114,-0.017289626936120683,0.0816545129734503,-0.016944715865192972,0.07717415471352995,-0.006952390858746327,0.13192714860692553,-0.0005465542312528271,0.3205006403151584,-0.0014305712775355417,0.0942226347894146,-0.0004694185510532023
