date,TCI,TO_SPY,FROM_SPY,NET_SPY,TO_QQQ,FROM_QQQ,NET_QQQ,TO_IWM,FROM_IWM,NET_IWM,TO_EFA,FROM_EFA,NET_EFA,TO_EEM,FROM_EEM,NET_EEM,TO_TLT,FROM_TLT,NET_TLT,TO_LQD,FROM_LQD,NET_LQD,TO_GLD,FROM_GLD,NET_GLD
2012-06-06,100.0,191.62960417920218,99.99999999999999,91.62960417920219,85.1900319745315,100.0,-14.809968025468512,70.5561263445709,100.0,-29.443873655429098,104.34013118352499,100.0,4.340131183524987,80.51078844566453,100.00000000000003,-19.489211554335494,108.5413939772886,99.99999999999999,8.541393977288624,99.70576814086306,100.0,-0.2942318591369397,59.52615575435423,100.0,-40.47384424564577
2012-06-07,100.0,198.42810773077906,99.99999999999999,98.42810773077908,80.5549012855389,99.99999999999999,-19.445098714461086,75.39849637238622,100.0,-24.601503627613784,106.5293352305297,100.0,6.529335230529698,72.80190205327213,100.00000000000003,-27.198097946727895,104.96735696403118,100.0,4.967356964031189,101.52579518591851,100.0,1.5257951859185104,59.79410517754431,100.0,-40.20589482245569
2012-06-08,99.99999999999999,198.04284643305033,99.99999999999999,98.04284643305033,78.31986954215242,100.0,-21.68013045784758,77.25166885798127,100.0,-22.748331142018728,120.05428245953557,100.0,20.054282459535578,64.89395725265986,100.0,-35.10604274734014,104.12824446116254,100.0,4.1282444611625335,101.15019301854757,100.0,1.150193018547574,56.15893797491039,100.0,-43.84106202508961
2012-06-11,100.0,194.31411491665386,100.00000000000003,94.31411491665385,80.9555246963949,100.0,-19.0444753036051,78.53984363297597,100.0,-21.46015636702403,124.86768545581613,100.0,24.867685455816122,62.45917475381202,100.0,-37.54082524618798,104.2181818195272,100.0,4.2181818195272,100.38836205960075,100.0,0.3883620596007553,54.25711266521919,100.0,-45.74288733478081
2012-06-12,100.0,193.68809977133589,100.0,93.6880997713359,81.63167810827716,100.0,-18.36832189172284,79.11080579399906,99.99999999999999,-20.889194206000926,122.17713698969956,100.0,22.177136989699562,65.71585130883128,100.0,-34.284148691168724,106.43431019288982,100.0,6.434310192889825,96.94226915473509,100.0,-3.0577308452649166,54.299848680232124,100.0,-45.700151319767876
2012-06-13,100.0,194.36207989791015,100.0,94.36207989791015,81.49518478889884,99.99999999999999,-18.504815211101157,78.16767495918671,100.0,-21.832325040813284,118.51440636074224,100.0,18.514406360742242,68.90942978058025,100.00000000000003,-31.090570219419767,105.8996643043286,100.0,5.8996643043286,98.28292430540722,100.0,-1.7170756945927734,54.36863560294603,99.99999999999999,-45.631364397053964
2012-06-14,99.99999999999999,181.66035704746193,99.99999999999999,81.66035704746194,82.05388997312468,100.0,-17.946110026875317,85.72046032451401,100.0,-14.279539675485998,117.15252037344533,100.0,17.152520373445324,73.23401214644424,100.0,-26.76598785355576,109.9877567837959,100.0,9.98775678379591,94.33662791767115,100.0,-5.663372082328843,55.854375433542735,99.99999999999997,-44.14562456645724
2012-06-15,99.99999999999999,181.025098150437,99.99999999999999,81.025098150437,82.68003542986023,100.0,-17.319964570139778,85.68915910772756,100.0,-14.310840892272436,115.45122231371046,100.00000000000003,15.451222313710433,74.77323625942014,100.0,-25.226763740579848,111.95800353432888,100.0,11.958003534328876,93.44189417829598,100.0,-6.558105821704019,54.98135102621975,100.0,-45.01864897378025
2012-06-18,100.0,177.65621928243888,100.0,77.65621928243888,89.16711574688352,100.0,-10.832884253116482,82.8913413569832,100.0,-17.108658643016796,115.09267978094529,100.0,15.092679780945284,75.55300975382086,100.00000000000003,-24.44699024617917,116.42831759929817,100.0,16.42831759929817,90.54655526133382,99.99999999999999,-9.453444738666173,52.66476121829628,100.0,-47.33523878170372
2012-06-19,99.99999999999999,169.29623556104977,99.99999999999999,69.29623556104977,90.85942269925678,100.0,-9.140577300743224,85.19210307351568,100.0,-14.807896926484322,115.29984241759328,100.0,15.299842417593279,76.25167839744778,100.0,-23.748321602552224,122.26561036642183,99.99999999999999,22.26561036642184,90.08828015308062,99.99999999999999,-9.911719846919375,50.74682733163426,100.0,-49.25317266836574
2012-06-20,100.0,174.87534028306862,99.99999999999999,74.87534028306865,91.97392805874932,99.99999999999999,-8.026071941250667,86.16705811159912,100.00000000000003,-13.832941888400907,97.89364424761136,100.0,-2.1063557523886334,87.40944494736239,100.0,-12.590555052637608,117.64872369239102,100.0,17.64872369239101,93.250701062408,100.0,-6.749298937592007,50.781159596810134,99.99999999999999,-49.21884040318986
2012-06-21,99.99999999999999,159.2322517203895,100.0,59.232251720389506,91.8174770108846,100.0,-8.182522989115393,81.2377612364605,100.0,-18.762238763539496,84.10399317481678,99.99999999999997,-15.896006825183196,105.84527034447046,99.99999999999997,5.845270344470488,137.0412522557253,100.0,37.04125225572532,93.65366887626168,100.0,-6.346331123738325,47.06832538099115,99.99999999999999,-52.93167461900884
2012-06-22,100.0,167.20700328997788,100.0,67.20700328997789,81.08752043885522,99.99999999999999,-18.912479561144767,85.97443845812097,100.0,-14.025561541879028,89.19616592477017,100.0,-10.803834075229835,105.14858457255359,100.0,5.148584572553583,144.38301016289608,100.0,44.38301016289608,86.40734341863042,99.99999999999999,-13.592656581369567,40.595933734195725,100.0,-59.404066265804275
2012-06-25,100.0,171.22267774088945,100.0,71.22267774088947,77.27684565573115,100.0,-22.72315434426885,85.72068767519808,100.0,-14.279312324801918,89.47098928866698,100.0,-10.529010711333008,100.78973740035717,100.0,0.7897374003571711,144.42513359317545,100.0,44.42513359317544,87.03860397948208,99.99999999999999,-12.961396020517913,44.055324666499665,100.0,-55.944675333500335
2012-06-26,100.0,170.89420735317609,100.0,70.89420735317609,77.7041633814989,100.0,-22.2958366185011,85.07854651988424,100.0,-14.921453480115765,88.6961039422074,100.0,-11.303896057792606,99.56949910808457,100.0,-0.43050089191543073,142.18304722093782,100.0,42.18304722093782,88.13575039721839,100.0,-11.864249602781607,47.73868207699256,99.99999999999999,-52.26131792300743
2012-06-27,100.0,174.46046862565626,100.00000000000003,74.46046862565623,77.35062170515964,100.0,-22.64937829484036,82.93473323188519,100.0,-17.065266768114817,87.34379783232744,99.99999999999999,-12.656202167672548,103.86516527374512,99.99999999999999,3.8651652737451303,135.54323420097106,100.0,35.54323420097105,89.92720544028255,100.0,-10.072794559717458,48.57477368997279,100.0,-51.42522631002721
2012-06-28,100.0,180.63478300233976,100.0,80.63478300233977,85.51205104526161,100.0,-14.487948954738384,74.23414741765735,100.00000000000003,-25.765852582342664,82.9467885419233,99.99999999999999,-17.05321145807669,111.17310649487307,100.0,11.173106494873064,128.6698371355438,100.0,28.669837135543787,91.72145729289117,100.0,-8.278542707108826,45.10782906950992,100.0,-54.89217093049008
